EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedShortMidRange,RecoveredBlocks,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFGM,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,BlockingFoulsDrawn,Blocked3s,BlockedCorner3,SecondChanceFg2Pct,Arc3PctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,BlockedArc3,DefensiveGoaltends,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,on,Clear Path Fouls,HeaveMakes,OffensiveGoaltends
101139,1610612761,CJ Miles,CJ Miles,101139,TOR,12187.0,203,-26,412,413,97.0,131,38.0,825,9.0,15.0,1.0,3.0,5.0,3.0,9.0,8.0,2.0,9.0,1.0,1.0,2.0,20.0,67.0,1.0,5.0,5.0,15.0,12.0,32.0,22.0,76,17.0,107.0,464,2.0,1.0,6.0,3.0,3.0,5.0,6.0,17.0,4.0,28.0,12.0,12.0,60.0,6.0,2.0,65.0,20.0,3.0,2.0,9.0,3.0,12.0,3.0,7.0,2.0,27.0,1.0,6.0,10.0,16.0,1.0,17.0,5.0,4.0,1.0,4.0,1.0,4.0,1.0,5.0,2.0,7.0,15.0,9.0,21.0,2.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,28.0,97.0,4.0,2.0,0.5,0.5,0.9090909090909091,0.2894736842105263,0.16666666666666666,0.35294117647058826,0.2972972972972973,0.375,0.6,0.4166666666666667,0.1875,0.5454545454545454,0.45217391304347826,0.1875,0.5833333333333334,0.7037037037037037,0.02631578947368421,0.09375,0.1111111111111111,0.25,0.2222222222222222,26.315789473684212,0.8,0.07633587786259542,0.10344827586206896,0.009523809523809525,0.08465608465608465,0.005025125628140704,0.012658227848101266,0.0784313725490196,0.06666666666666667,0.1,0.0851063829787234,0.18181818181818182,0.1388888888888889,0.6,0.6,0.6666666666666666,0.08333333333333333,0.3333333333333333,0.375,0.07407407407407407,0.08333333333333333,0.2222222222222222,0.2857142857142857,1.0,0.6203703703703703,0.29850746268656714,0.29850746268656714,0.9,0.125,0.125,0.625,0.2,1.0,0.22727272727272727,0.6,0.09090909090909091,0.5,0.6818181818181818,0.3333333333333333,0.8425925925925926,0.3076923076923077,0.5228971698113207,0.49245,0.5444857142857144,0.061946902654867256,0.14285714285714285,0.02564102564102564,0.028037383177570093,0.2616822429906542,8.421875,26.414473684210527,0.2354368932038835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1626153,1610612761,Delon Wright,Delon Wright,1626153,TOR,18762.0,313,-30,618,618,127.0,198,63.0,1236,25.0,45.0,3.0,5.0,6.0,3.0,15.0,1.0,2.0,6.0,1.0,,,10.0,30.0,,,3.0,9.0,28.0,61.0,12.0,36,24.0,116.0,677,4.0,,1.0,,5.0,8.0,3.0,9.0,6.0,25.0,12.0,44.0,30.0,6.0,3.0,27.0,10.0,5.0,,24.0,15.0,39.0,11.0,18.0,1.0,93.0,3.0,15.0,16.0,34.0,6.0,40.0,19.0,16.0,3.0,10.0,7.0,1.0,,17.0,1.0,5.0,15.0,28.0,29.0,3.0,,14.0,,2.0,5.0,1.0,2.0,5.0,25.0,127.0,,2.0,0.21428571428571427,0.21428571428571427,0.8333333333333334,0.3333333333333333,,0.3333333333333333,0.36363636363636365,0.45901639344262296,0.625,0.4742268041237113,,0.5588235294117647,0.5272727272727272,,0.5681818181818182,0.3711340206185567,,0.08196721311475409,0.06666666666666667,,,18.27338129496403,0.5882352941176471,0.08888888888888889,0.18518518518518517,0.02097902097902098,0.11877394636015326,0.020761245674740483,0.019417475728155338,0.0821917808219178,0.12307692307692308,0.047619047619047616,0.1935483870967742,0.15789473684210525,0.4639175257731959,0.5555555555555556,0.6097560975609756,0.24,0.15463917525773196,0.2,0.21428571428571427,0.010309278350515464,0.061855670103092786,0.3333333333333333,0.3333333333333333,1.0,0.30927835051546393,0.3333333333333333,0.3333333333333333,0.8,0.6,0.2,,,,0.35294117647058826,0.8333333333333334,,,0.5294117647058824,0.3333333333333333,0.8350515463917526,0.37037037037037035,0.5391728723404255,0.5542666666666666,0.5645233333333334,0.12962962962962962,0.19444444444444445,,,0.21551724137931033,3.69016393442623,27.52777777777778,0.20550161812297735,4.0,5.0,3.0,3.0,2.0,9.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.08888888888888889,0.125,0.02054794520547945,0.025974025974025976,0.05555555555555555,0.025,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1626181,1610612761,Norman Powell,Norman Powell,1626181,TOR,63687.0,1061,-15,2143,2135,493.0,629,204.0,4278,68.0,121.0,10.0,15.0,25.0,19.0,41.0,26.0,19.0,66.0,4.0,5.0,17.0,34.0,120.0,3.0,9.0,4.0,20.0,97.0,188.0,53.0,186,32.0,385.0,2333,15.0,6.0,13.0,32.0,19.0,39.0,9.0,37.0,15.0,80.0,80.0,114.0,147.0,12.0,1.0,119.0,34.0,19.0,3.0,49.0,40.0,89.0,26.0,33.0,9.0,218.0,6.0,35.0,62.0,105.0,14.0,119.0,37.0,25.0,12.0,32.0,35.0,15.0,2.0,67.0,12.0,38.0,111.0,52.0,38.0,9.0,,21.0,,3.0,15.0,5.0,3.0,16.0,80.0,493.0,8.0,3.0,0.41237113402061853,0.42105263157894735,0.9245283018867925,0.2849462365591398,0.46153846153846156,0.24324324324324326,0.2864864864864865,0.5159574468085106,0.48717948717948717,0.47192513368983957,0.5357142857142857,0.4276315789473684,0.4948586118251928,0.5517241379310345,0.4819277108433735,0.49732620320855614,0.016129032258064516,0.10106382978723404,0.07317073170731707,0.038461538461538464,0.030303030303030304,19.2,0.47761194029850745,0.09480122324159021,0.1076923076923077,0.012605042016806723,0.09908069458631256,0.013388259526261586,0.011730205278592375,0.07346938775510205,0.08627450980392157,0.14285714285714285,0.12096774193548387,0.06493506493506493,0.3235294117647059,0.5619834710743802,0.6415094339622641,0.4411764705882353,0.10962566844919786,0.4634146341463415,0.5,0.06951871657754011,0.17647058823529413,0.2878787878787879,0.296875,1.0,0.32085561497326204,0.2833333333333333,0.2857142857142857,0.8823529411764706,0.35714285714285715,0.14285714285714285,0.32142857142857145,0.3333333333333333,1.0,0.32894736842105265,0.6,0.2236842105263158,0.29411764705882354,0.2631578947368421,0.2,0.820855614973262,0.2857142857142857,0.5339711796246649,0.5485805555555555,0.5272066666666666,0.054404145077720206,0.105,,0.08311688311688312,0.2077922077922078,5.2973404255319165,24.970430107526877,0.23005132991133925,14.0,7.0,7.0,8.0,6.0,17.0,10.0,2.0,5.0,1.0,2.0,1.0,1.0,7.0,9.0,0.12396694214876033,0.1509433962264151,0.014141414141414142,0.013636363636363636,,0.014814814814814815,0.5625,4.0,10.0,3.0,6.0,2.0,4.0,1.0,5.0,14.0,5.0,3.0,8.0,1.0,1.0,0.4,0.008333333333333333,0.018867924528301886,0.023529411764705882,0.02564102564102564,0.3684210526315789,0.38461538461538464,0.4,0.3,0.4,0.25,0.75,1.0,,,,,,True,,,
1627751,1610612761,Jakob Poeltl,Jakob Poeltl,1627751,TOR,26518.0,442,5,864,861,184.0,225,101.0,1725,73.0,89.0,36.0,15.0,19.0,8.0,22.0,3.0,1.0,1.0,,,,,,,,,,82.0,114.0,1.0,1,14.0,181.0,934,38.0,,,58.0,16.0,25.0,,,3.0,35.0,110.0,54.0,3.0,,,,,10.0,,3.0,6.0,9.0,4.0,2.0,,24.0,19.0,13.0,44.0,61.0,56.0,117.0,9.0,4.0,5.0,8.0,18.0,5.0,1.0,26.0,6.0,32.0,61.0,27.0,30.0,8.0,,16.0,,3.0,22.0,16.0,1.0,22.0,35.0,184.0,3.0,2.0,0.6707317073170732,0.8870967741935484,1.0,1.0,,,1.0,0.7192982456140351,0.64,0.7260869565217392,0.7368421052631579,0.64,0.7182539682539683,0.7435897435897436,0.603448275862069,0.008695652173913044,,0.08771929824561403,0.3181818181818182,,,15.494393476044852,0.3076923076923077,0.17120622568093385,0.09923664122137404,0.10215053763440861,0.14690721649484537,0.1375,0.1,0.1743119266055046,0.1836734693877551,0.14,0.10784313725490197,0.06896551724137931,0.7739130434782608,0.8202247191011236,0.8488372093023255,0.6575342465753424,0.19130434782608696,0.36363636363636365,0.5333333333333333,0.02608695652173913,0.008695652173913044,1.0,1.0,1.0,,,,,0.9473684210526315,,,,,0.76,0.7894736842105263,,,,,0.782608695652174,,0.5653847826086956,0.6570866666666666,0.5732599999999999,0.13008130081300814,0.13114754098360656,,0.32044198895027626,0.19337016574585636,2.8736842105263163,23.4,0.21296296296296297,2.0,1.0,36.0,4.0,1.0,3.0,3.0,1.0,3.0,9.0,,1.0,2.0,5.0,9.0,0.033707865168539325,0.13793103448275862,0.16822429906542055,0.19387755102040816,0.08333333333333333,0.10714285714285714,0.4090909090909091,27.0,1.0,,28.0,2.0,40.0,1.0,4.0,,1.0,4.0,1.0,,,0.7368421052631579,,0.041666666666666664,0.175,0.21052631578947367,0.875,0.3333333333333333,0.3333333333333333,,0.75,0.18518518518518517,,,3.0,,,,,True,,,
1627783,1610612761,Pascal Siakam,Pascal Siakam,1627783,TOR,30947.0,516,17,1031,1028,203.0,287,111.0,2059,56.0,87.0,14.0,11.0,20.0,12.0,28.0,,5.0,28.0,2.0,,4.0,6.0,25.0,,,,4.0,68.0,115.0,11.0,53,16.0,185.0,1117,17.0,,2.0,15.0,13.0,26.0,,8.0,3.0,29.0,96.0,40.0,33.0,,1.0,24.0,6.0,11.0,,28.0,21.0,49.0,16.0,24.0,1.0,119.0,9.0,34.0,49.0,93.0,22.0,115.0,26.0,17.0,9.0,14.0,11.0,5.0,1.0,25.0,3.0,18.0,51.0,17.0,24.0,4.0,,13.0,,1.0,15.0,9.0,1.0,16.0,29.0,203.0,10.0,1.0,0.7058823529411765,0.7619047619047619,1.0,0.20754716981132076,,,0.21153846153846154,0.591304347826087,0.5,0.5029761904761905,0.3684210526315789,0.38235294117647056,0.5196629213483146,0.375,0.4142857142857143,0.31547619047619047,,0.09565217391304348,0.10714285714285714,,,17.48492678725237,0.56,0.16013071895424835,0.21518987341772153,0.039647577092511016,0.1788793103448276,0.04421052631578947,0.0379746835443038,0.1440677966101695,0.19166666666666668,0.1323529411764706,0.18253968253968253,0.34375,0.5178571428571429,0.6436781609195402,0.7088607594936709,0.75,0.16666666666666666,0.42857142857142855,0.48,,0.16666666666666666,0.17857142857142858,0.17857142857142858,1.0,0.1488095238095238,0.24,0.24,1.0,0.7368421052631579,0.10526315789473684,,,,0.5882352941176471,0.55,0.11764705882352941,,0.11764705882352941,,0.8333333333333334,0.25,0.5448580838323351,0.5671071428571429,0.528389393939394,0.07344632768361582,0.10483870967741936,,0.08108108108108109,0.15675675675675677,3.2234782608695647,24.856603773584908,0.19689621726479145,5.0,3.0,12.0,10.0,4.0,9.0,1.0,2.0,2.0,2.0,,1.0,,5.0,7.0,0.09195402298850575,0.3448275862068966,0.04838709677419355,0.047244094488188976,,0.043478260869565216,0.4375,5.0,,,7.0,1.0,10.0,1.0,2.0,,2.0,8.0,1.0,1.0,,0.4117647058823529,,0.034482758620689655,0.075,0.02631578947368421,0.5,,,,0.35714285714285715,,,,,1.0,1.0,1.0,,True,,,
1628384,1610612761,OG Anunoby,OG Anunoby,1628384,TOR,6030.0,100,-15,210,211,56.0,85,18.0,421,4.0,6.0,1.0,2.0,3.0,,,,7.0,10.0,1.0,1.0,1.0,1.0,8.0,,1.0,,2.0,4.0,6.0,8.0,18,2.0,34.0,214,1.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,9.0,6.0,2.0,24.0,,,8.0,1.0,,,3.0,2.0,5.0,2.0,3.0,,12.0,1.0,1.0,5.0,8.0,2.0,10.0,5.0,4.0,1.0,1.0,2.0,1.0,,3.0,1.0,6.0,12.0,4.0,4.0,2.0,,3.0,,,1.0,1.0,,1.0,9.0,56.0,1.0,,0.75,0.75,1.0,0.4444444444444444,0.5,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5833333333333334,0.68,0.5,0.6428571428571429,0.75,,,,,,12.173913043478262,0.3333333333333333,0.07246376811594203,0.03571428571428571,0.01818181818181818,0.061855670103092786,0.020202020202020204,0.022727272727272728,0.027777777777777776,0.14285714285714285,0.08333333333333333,0.045454545454545456,,0.25,0.6666666666666666,0.6666666666666666,0.75,,,,,0.4166666666666667,0.7,0.7,1.0,0.3333333333333333,0.125,0.125,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.5,0.6666666666666666,0.16666666666666666,1.0,0.3333333333333333,,1.0,0.125,0.6027270833333334,0.613875,0.6379416666666667,0.12,0.42857142857142855,,0.08823529411764706,0.2647058823529412,1.25,24.238888888888887,0.26666666666666666,,,1.0,2.0,1.0,,,,1.0,,,,1.0,,1.0,,0.4,0.022727272727272728,0.038461538461538464,,,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,0.08333333333333333,,,,,,,1.0,1.0,,,,,,True,,,
200768,1610612761,Kyle Lowry,Kyle Lowry,200768,TOR,33914.0,565,15,1155,1151,270.0,292,100.0,2306,34.0,52.0,4.0,7.0,14.0,4.0,14.0,9.0,4.0,11.0,2.0,,1.0,45.0,109.0,4.0,5.0,9.0,23.0,43.0,75.0,49.0,120,38.0,271.0,1265,6.0,4.0,7.0,16.0,10.0,23.0,9.0,24.0,14.0,61.0,18.0,68.0,102.0,45.0,,109.0,45.0,7.0,1.0,99.0,34.0,133.0,25.0,66.0,16.0,300.0,6.0,30.0,47.0,77.0,15.0,92.0,20.0,10.0,10.0,34.0,8.0,3.0,,42.0,11.0,12.0,39.0,70.0,47.0,7.0,,17.0,4.0,5.0,2.0,,1.0,2.0,61.0,270.0,7.0,6.0,0.20930232558139536,0.21428571428571427,0.6938775510204082,0.4083333333333333,0.5714285714285714,0.375,0.4083333333333333,0.5733333333333334,0.43478260869565216,0.5974358974358974,0.6153846153846154,0.5,0.6391509433962265,0.6153846153846154,0.5754716981132075,0.6153846153846154,0.008333333333333333,0.09333333333333334,0.07142857142857142,,,20.094936708860757,0.8095238095238095,0.13428571428571429,0.16304347826086957,0.024896265560165973,0.1441947565543071,0.030303030303030304,0.02857142857142857,0.096,0.11764705882352941,0.21348314606741572,0.12949640287769784,0.26666666666666666,0.26666666666666666,0.6538461538461539,0.7391304347826086,0.23529411764705882,0.07179487179487179,0.2857142857142857,0.3076923076923077,0.046153846153846156,0.05641025641025641,0.36363636363636365,0.36363636363636365,0.75,0.558974358974359,0.41284403669724773,0.4166666666666667,0.6888888888888889,0.3076923076923077,0.15384615384615385,0.38461538461538464,0.8,1.0,0.2978723404255319,0.5,0.02127659574468085,,0.48936170212765956,0.391304347826087,0.882051282051282,0.41284403669724773,0.5361492307692307,0.6067863636363636,0.5088925531914893,0.10144927536231885,0.2,0.03278688524590164,0.05904059040590406,0.22509225092250923,4.890666666666667,26.013333333333332,0.23376623376623376,9.0,17.0,9.0,,5.0,31.0,2.0,2.0,,1.0,12.0,6.0,4.0,1.0,2.0,0.11538461538461539,,0.03543307086614173,0.061855670103092786,0.015384615384615385,0.015151515151515152,1.0,2.0,5.0,,2.0,,2.0,,2.0,2.0,,3.0,2.0,,,0.3333333333333333,0.009174311926605505,,0.021739130434782608,0.02127659574468085,0.25,0.5555555555555556,0.5555555555555556,,0.5,,,,,,,,2.0,True,,,
201586,1610612761,Serge Ibaka,Serge Ibaka,201586,TOR,29132.0,486,-1,995,994,249.0,261,80.0,1989,19.0,30.0,7.0,8.0,9.0,17.0,38.0,42.0,6.0,12.0,,1.0,4.0,22.0,66.0,1.0,2.0,2.0,9.0,60.0,110.0,28.0,78,24.0,228.0,1085,11.0,1.0,2.0,15.0,18.0,30.0,3.0,13.0,5.0,50.0,94.0,26.0,81.0,3.0,,66.0,22.0,10.0,2.0,5.0,7.0,12.0,4.0,3.0,1.0,31.0,6.0,22.0,54.0,88.0,15.0,103.0,6.0,3.0,3.0,11.0,9.0,6.0,2.0,20.0,8.0,18.0,43.0,30.0,37.0,3.0,,17.0,,3.0,22.0,15.0,,23.0,50.0,249.0,5.0,3.0,0.7833333333333333,0.8392857142857143,0.9642857142857143,0.358974358974359,0.5,0.23076923076923078,0.358974358974359,0.5454545454545454,0.6,0.5425531914893617,0.5769230769230769,0.5232558139534884,0.5560975609756098,0.5769230769230769,0.5319148936170213,0.4148936170212766,0.02564102564102564,0.09090909090909091,0.13157894736842105,0.023809523809523808,,20.756457564575648,0.55,0.17034700315457413,0.1476510067114094,0.02843601895734597,0.1630901287553648,0.034403669724770644,0.031446540880503145,0.14285714285714285,0.1889763779527559,0.17647058823529413,0.168141592920354,0.08333333333333333,0.1595744680851064,0.6333333333333333,0.7307692307692307,0.6842105263157895,0.20212765957446807,0.4473684210526316,0.5151515151515151,0.22340425531914893,0.06382978723404255,0.5,0.5,1.0,0.35106382978723405,0.3333333333333333,0.34375,0.9545454545454546,0.5384615384615384,,0.15384615384615385,0.5,1.0,0.20930232558139536,0.8888888888888888,0.09302325581395349,0.25,0.20930232558139536,0.2222222222222222,0.574468085106383,0.3333333333333333,0.49032579787234043,0.50607,0.4756267441860465,0.08415841584158416,0.13709677419354838,,0.06578947368421052,0.21929824561403508,10.58181818181818,25.44871794871795,0.25025125628140704,3.0,1.0,9.0,12.0,,5.0,,1.0,1.0,3.0,,3.0,,7.0,14.0,0.13333333333333333,0.75,0.04,0.039473684210526314,0.046875,0.019230769230769232,0.6086956521739131,4.0,24.0,,6.0,,8.0,,2.0,2.0,1.0,3.0,,1.0,1.0,0.5454545454545454,0.030303030303030304,,0.03529411764705882,0.022727272727272728,0.7058823529411765,0.5714285714285714,0.5853658536585366,0.9166666666666666,0.5714285714285714,,,,,,5.0,1.0,,True,,,
201942,1610612761,DeMar DeRozan,DeMar DeRozan,201942,TOR,34275.0,571,10,1168,1162,341.0,376,106.0,2330,41.0,60.0,3.0,11.0,18.0,33.0,75.0,80.0,5.0,21.0,3.0,,6.0,14.0,39.0,3.0,5.0,7.0,17.0,105.0,215.0,19.0,60,89.0,356.0,1299,11.0,4.0,8.0,31.0,36.0,64.0,7.0,23.0,39.0,132.0,66.0,144.0,45.0,12.0,1.0,38.0,14.0,15.0,1.0,36.0,40.0,76.0,30.0,24.0,4.0,192.0,3.0,19.0,21.0,41.0,12.0,53.0,18.0,16.0,2.0,25.0,21.0,11.0,1.0,46.0,14.0,10.0,42.0,73.0,110.0,7.0,7.0,47.0,1.0,8.0,2.0,1.0,,2.0,132.0,341.0,8.0,7.0,0.3142857142857143,0.3173076923076923,0.7894736842105263,0.31666666666666665,0.5,0.30434782608695654,0.3220338983050847,0.4883720930232558,0.5625,0.48545454545454547,0.6842105263157895,0.5344827586206896,0.5433436532507739,0.7045454545454546,0.6064814814814815,0.21818181818181817,0.016666666666666666,0.06976744186046512,0.05333333333333334,0.0125,,28.660436137071652,0.5434782608695652,0.058823529411764705,0.10919540229885058,0.012448132780082987,0.07532956685499058,0.023483365949119372,0.0111731843575419,0.08,0.050359712230215826,0.043010752688172046,0.1076923076923077,0.11363636363636363,0.21818181818181817,0.6833333333333333,0.82,0.34146341463414637,0.2727272727272727,0.44,0.4647887323943662,0.2909090909090909,0.07636363636363637,0.23809523809523808,0.23809523809523808,0.8,0.14181818181818182,0.358974358974359,0.3684210526315789,0.7857142857142857,0.15789473684210525,0.15789473684210525,0.2631578947368421,0.6,1.0,0.20689655172413793,0.6111111111111112,0.06896551724137931,,0.19540229885057472,0.4117647058823529,0.43636363636363634,0.3684210526315789,0.47373290441176463,0.5297384615384616,0.4659523529411764,0.1523809523809524,0.1843137254901961,0.016666666666666666,0.08707865168539326,0.3707865168539326,10.083720930232559,26.418333333333337,0.2919520547945205,10.0,8.0,9.0,1.0,8.0,14.0,7.0,,3.0,3.0,2.0,,,1.0,1.0,0.16666666666666666,0.038461538461538464,0.03333333333333333,0.0196078431372549,0.05333333333333334,0.016129032258064516,0.5,3.0,31.0,1.0,7.0,5.0,2.0,,6.0,5.0,1.0,3.0,7.0,,,0.6363636363636364,0.02564102564102564,,0.03225806451612903,0.046511627906976744,0.24242424242424243,0.3875,0.3924050632911392,0.3548387096774194,1.0,0.3333333333333333,0.3333333333333333,,,,,,1.0,True,,,
203485,1610612761,Lorenzo Brown,Lorenzo Brown,203485,TOR,4554.0,76,2,153,148,8.0,26,18.0,301,2.0,3.0,,,1.0,2.0,5.0,5.0,,5.0,,,,2.0,3.0,,,1.0,1.0,7.0,13.0,2.0,8,,20.0,155,,,,,,1.0,1.0,1.0,,3.0,6.0,8.0,3.0,3.0,,3.0,2.0,1.0,,3.0,5.0,8.0,4.0,2.0,,21.0,1.0,1.0,3.0,4.0,1.0,5.0,2.0,,2.0,,1.0,,1.0,1.0,,3.0,4.0,,,,,,,,,,,,3.0,8.0,,,0.42857142857142855,0.42857142857142855,0.5,0.25,,1.0,0.25,0.5384615384615384,,0.47619047619047616,,0.75,0.47619047619047616,,0.75,0.38095238095238093,,0.07692307692307693,,,,12.790697674418604,,0.08333333333333333,0.037037037037037035,0.02564102564102564,0.06349206349206349,0.013513513513513514,0.047619047619047616,,0.1,0.125,0.047619047619047616,,0.14285714285714285,0.6666666666666666,1.0,1.0,0.23809523809523808,0.4,0.4,0.23809523809523808,0.23809523809523808,,,,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.5,,,,,,0.5,,,,0.5,1.0,0.5238095238095238,0.6666666666666666,0.4883571428571428,,0.495275,,,,,0.15,10.153846153846153,24.275,0.05228758169934641,1.0,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,3.0,,,,,,,,,,,,,,,,,,0.5,0.6,0.6,,,,,,,,,,,True,,,
