EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,LongMidRangeFGA,FG2A,OpponentPoints,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,Arc3FGA,FG3A,FtPoints,Points,NonHeaveArc3FGA,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,TsPct,FG3APct,LiveBallTurnoverPct,Arc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,OffThreePtRebounds,Steals,BadPassSteals,BadPassTurnovers,DeadBallTurnovers,SecondChanceTurnovers,ShootingFouls,Offensive Fouls,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PtsUnassisted2s,Offensive Fouls Drawn,LongMidRangeFGM,ThreePtAssists,Arc3Assists,AtRimAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,FTDefRebounds,DefFTReboundPct,Arc3FGM,FG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,DefThreePtRebounds,2pt And 1 Free Throw Trips,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceTsPct,DefThreePtReboundPct,DefArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChancePointsPct,PenaltyArc3FGA,PenaltyFG3A,PenaltyArc3Frequency,BadPassOutOfBoundsTurnovers,Corner3FGM,Corner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Corner3Assists,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,FTOffRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Charge Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,BlockingFouls,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,PenaltyCorner3FGM,Fg3aBlocked,Blocked3s,BlockedArc3,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,OffensiveGoaltends,Corner3PctBlocked
201152,1610612750,Thaddeus Young,Thaddeus Young,201152,MIN,497.0,8,-3,15,18,5.0,1,33,1.0,1.0,2.0,20,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,12.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.14285714285714285,0.5,0.2,1.0,0.5,0.5,0.5,0.5,0.50325,10.950000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201978,1610612750,Chase Budinger,Chase Budinger,201978,MIN,726.0,12,-5,24,24,10.0,3,48,,,,28,,,,,,1.0,1.0,,1.0,,11.11111111111111,0.14285714285714285,,0.14285714285714285,,,0.2,,,,,1.0,0.567,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.25,1.0,1.0,1.0,0.5,1.0,25.7,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203545,1610612750,Miroslav Raduljica,Miroslav Raduljica,203545,MIN,1365.0,23,-3,45,47,17.0,5,92,4.0,,8.0,51,,,,,1.0,3.0,3.0,2.0,5.0,,22.0,0.25,0.058823529411764705,0.2,0.09523809523809523,,0.25,0.3333333333333333,,0.5,,0.5,0.48065,4.7375,13.0,,,2.0,8.0,,1.0,,2.0,8.0,,2.0,,2.0,1.0,13.0,1.0,0.4444444444444444,,0.5,,0.1111111111111111,0.1111111111111111,,0.28888888888888886,2.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.375,0.5,0.375,0.5,0.5,0.125,0.25,0.25,0.125,0.25,0.5,0.6666666666666666,1.0,0.5,0.25,0.25,1.0,1.0,0.5,0.5706,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203952,1610612750,Andrew Wiggins,Andrew Wiggins,203952,MIN,294.0,5,-1,9,11,6.0,1,20,2.0,1.0,3.0,9,,,,,,,,,,,30.0,,,,,,,,,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6579,6.666666666666667,1.0,,,,4.0,,,,,,,1.0,,,,1.0,,0.6666666666666666,,,,,,,0.1111111111111111,2.0,,,,,2.0,,,,,2.0,,,,,,,,,,,0.5,0.5,0.6666666666666666,,0.6666666666666666,,,,,,,,1.0,1.0,0.5,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,1610612750,Mo Williams,Mo Williams,2590,MIN,622.0,10,-6,20,22,5.0,1,42,,2.0,3.0,25,2.0,3.0,,7.0,,1.0,1.0,,1.0,,14.285714285714286,0.16666666666666666,,0.125,,,0.2,,,,0.6666666666666666,,0.4184666666666666,14.5,,,,,2.0,,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,1.0,1.0,,,,,2.0,,,1.0,1.0,,,,,,,1.0,1.0,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,,,,,,,,,1.0,1.0,1.0,2.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203133,1610612750,Robbie Hummel,Robbie Hummel,203133,MIN,562.0,9,-1,19,20,4.0,1,39,1.0,1.0,2.0,23,,,,,,,1.0,,1.0,,10.0,,,,,,,,,0.5,0.5,0.5,0.55695,7.95,7.0,,,,4.0,,,,,,,,,,,7.0,,1.0,,,,,,,0.3684210526315789,1.0,1.0,1.0,,,2.0,,2.0,2.0,4.0,,,,,,,,,,,4.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,0.5,1.0,0.55695,1.0,4.0,,1.0,,,,1.0,1.0,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203897,1610612750,Zach LaVine,Zach LaVine,203897,MIN,876.0,15,-5,30,30,9.0,3,60,4.0,3.0,8.0,36,2.0,2.0,,4.0,1.0,1.0,2.0,1.0,3.0,,36.36363636363636,0.16666666666666666,0.07692307692307693,0.2222222222222222,0.07142857142857142,,0.2,,,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.6010444444444445,8.15,6.0,1.0,1.0,3.0,14.0,1.0,2.0,1.0,2.0,1.0,,3.0,,4.0,3.0,6.0,,0.7,0.1111111111111111,1.0,0.1111111111111111,0.3,0.3333333333333333,26.3,0.2,2.0,1.0,2.0,1.0,1.0,4.0,,2.0,3.0,6.0,4.0,1.0,,,,1.0,,,,,6.0,0.5,0.5,0.5,0.6666666666666666,0.6111111111111112,0.6666666666666666,0.75,0.125,0.25,,0.14285714285714285,,0.5,0.6666666666666666,1.0,0.1111111111111111,1.0,1.0,,0.6666666666666666,0.5,0.7150333333333333,0.42857142857142855,4.0,,1.0,,,1.0,0.3333333333333333,0.3333333333333333,,,,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203461,1610612750,Anthony Bennett,Anthony Bennett,203461,MIN,698.0,12,-7,23,22,5.0,3,45,,1.0,1.0,28,3.0,3.0,1.0,6.0,,1.0,3.0,,3.0,,11.538461538461538,0.5,,0.4,,,,0.5,,,0.3333333333333333,0.6666666666666666,0.46725,17.7,8.0,2.0,2.0,,3.0,2.0,,,,1.0,1.0,,,,,8.0,,0.5,0.6666666666666666,,0.6666666666666666,,,25.950000000000003,0.34782608695652173,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,0.49125,,,,,,,2.0,,,,1.0,0.5,1.0,1.0,,,,3.0,1.0,,1.0,,1.0,0.5,0.5,,0.3333333333333333,0.5,0.5,0.5,1.0,0.5,,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203498,1610612750,Shabazz Muhammad,Shabazz Muhammad,203498,MIN,301.0,5,-10,10,9,,1,19,,1.0,1.0,17,,1.0,,3.0,,,,,,,27.272727272727273,,,,,,,,,,1.0,,0.388,18.1,,,,2.0,2.0,,,,1.0,,,2.0,,2.0,1.0,,,0.5,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,2.0,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203584,1610612750,Troy Daniels,Troy Daniels,203584,MIN,442.0,7,13,15,16,12.0,3,31,,1.0,1.0,9,,,,,,,,,,,22.22222222222222,,,,,,,,,,0.25,0.75,0.43925,19.2,13.0,2.0,3.0,,5.0,2.0,,,,,,,,,,13.0,,0.625,0.75,,0.5,,,25.5,0.8666666666666667,,,,,,1.0,,1.0,1.0,2.0,2.0,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,0.625,0.5,0.5,,,,,,,,,,,,,,,0.368425,0.4,,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,3.0,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,1.0,1.0,0.5,,1.0,1.0,0.25,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
